ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
149,male,group B,some high school,,completed,single,sometimes,10-May,58,E,61,D,62,D,D
150,male,group C,high school,,,single,sometimes,10-May,58,E,51,F,48,F,F
151,female,group B,some high school,,completed,married,regularly,< 5,61,D,73,C,71,C,D
152,female,group C,,,none,married,sometimes,> 10,77,C,87,B,79,C,B
153,female,group B,associate's degree,,none,divorced,sometimes,10-May,52,F,59,E,63,D,F
154,male,group E,bachelor's degree,,none,widowed,never,10-May,90,A,90,A,82,B,B
155,female,group C,some college,,none,single,sometimes,< 5,66,D,76,C,79,C,C
156,female,group E,associate's degree,,completed,divorced,sometimes,10-May,71,C,87,B,87,B,B
157,female,group A,bachelor's degree,,completed,single,never,10-May,60,D,67,D,61,D,D
158,female,group D,high school,,none,widowed,regularly,< 5,45,F,46,F,49,F,F
159,male,group C,some college,,completed,married,sometimes,< 5,72,C,71,C,73,C,C
160,male,group B,,,completed,,sometimes,< 5,64,D,65,D,60,D,D
161,male,group E,some college,,none,married,sometimes,< 5,72,C,65,D,62,D,D
162,male,group C,,,none,married,regularly,< 5,56,E,67,D,51,F,F
164,male,group C,some high school,,none,married,never,10-May,67,D,76,C,64,D,D
166,female,group B,associate's degree,,completed,married,,> 10,64,D,92,A,92,A,B
167,male,group D,some college,,none,divorced,regularly,10-May,74,C,66,D,71,C,C
168,male,group B,some high school,,completed,married,sometimes,< 5,54,F,63,D,53,F,F
169,female,group A,high school,,,,sometimes,10-May,54,F,58,E,53,F,F
170,female,group E,some college,,none,married,sometimes,> 10,52,F,66,D,63,D,D
171,male,group C,some college,,completed,,never,10-May,80,B,76,C,77,C,C
172,female,group C,some college,,,married,sometimes,10-May,57,E,77,C,72,C,D
173,female,group B,some high school,,none,married,never,< 5,47,F,52,F,50,F,F
174,female,group D,high school,,none,,never,10-May,58,E,73,C,68,D,D
175,male,group C,associate's degree,,none,married,regularly,10-May,53,F,52,F,49,F,F
176,male,group E,some college,,none,married,sometimes,< 5,75,C,69,D,69,D,C
177,female,group C,master's degree,,none,divorced,never,10-May,59,E,72,C,72,C,D
178,female,group C,some college,,none,married,regularly,10-May,39,F,58,E,55,E,F
179,male,group E,master's degree,,completed,single,sometimes,< 5,80,B,91,A,88,B,B
180,female,group A,associate's degree,,none,single,regularly,10-May,80,B,75,C,77,C,C
181,male,group A,high school,,none,divorced,sometimes,< 5,67,D,63,D,53,F,D
182,male,group C,high school,,none,married,regularly,< 5,63,D,61,D,60,D,D
183,male,group B,bachelor's degree,,none,married,never,< 5,78,C,78,C,69,D,C
184,male,group D,some college,,completed,divorced,regularly,10-May,73,C,76,C,76,C,C
185,female,group D,some college,,none,married,regularly,< 5,51,F,70,C,71,C,D
186,male,group D,bachelor's degree,,completed,single,sometimes,> 10,76,C,68,D,68,D,C
187,male,group D,associate's degree,,,divorced,regularly,< 5,68,D,70,C,79,C,C
188,male,group A,some college,,none,married,sometimes,10-May,93,A,87,B,74,C,B
189,female,group B,associate's degree,,none,divorced,regularly,10-May,62,D,69,D,69,D,D
190,male,group A,associate's degree,,none,married,sometimes,10-May,68,D,63,D,60,D,D
191,female,group B,master's degree,,none,married,sometimes,> 10,55,E,68,D,74,C,D
192,female,group C,high school,,completed,divorced,regularly,10-May,57,E,75,C,75,C,D
193,female,group C,some college,,none,divorced,regularly,10-May,56,E,57,E,61,D,F
194,female,group A,some high school,,none,married,regularly,> 10,46,F,53,F,51,F,F
195,male,group C,high school,,none,married,regularly,10-May,53,F,50,F,38,F,F
196,male,group B,some college,,,single,sometimes,< 5,80,B,78,C,74,C,C
197,female,group D,some high school,,,married,never,> 10,38,F,54,F,49,F,F
198,male,group C,bachelor's degree,,completed,single,sometimes,,77,C,67,D,68,D,C
199,male,group D,bachelor's degree,,none,single,sometimes,< 5,82,B,74,C,83,B,C
200,female,group A,bachelor's degree,,none,divorced,sometimes,10-May,43,F,58,E,46,F,F
202,male,group B,,,none,married,sometimes,10-May,61,D,56,E,55,E,F
203,female,group C,associate's degree,,none,divorced,sometimes,< 5,81,B,94,A,95,A,A
204,male,group D,some college,,,single,sometimes,10-May,62,D,63,D,67,D,D
205,female,group B,associate's degree,,completed,single,never,> 10,53,F,69,D,70,C,D
206,male,group C,some college,,none,married,sometimes,10-May,76,C,82,B,72,C,C
207,female,group C,master's degree,,completed,married,sometimes,< 5,61,D,83,B,82,B,C
208,female,group D,associate's degree,,none,married,sometimes,,48,F,66,D,63,D,F
209,male,group A,some college,,completed,single,regularly,< 5,68,D,62,D,71,C,D
210,male,group C,associate's degree,,none,single,regularly,> 10,93,A,92,A,86,B,A
211,male,group B,bachelor's degree,,none,divorced,regularly,10-May,55,E,55,E,46,F,F
212,female,group C,high school,,completed,married,sometimes,< 5,41,F,63,D,56,E,F
213,male,group B,master's degree,,none,divorced,sometimes,< 5,76,C,63,D,68,D,D
214,female,group B,some college,,completed,divorced,sometimes,> 10,67,D,80,B,87,B,C
215,male,group B,some high school,,none,married,sometimes,10-May,47,F,46,F,39,F,F
216,female,group C,some college,,none,married,never,,63,D,67,D,73,C,D
217,male,group B,some high school,,none,married,sometimes,> 10,52,F,51,F,51,F,F
218,female,group C,high school,,completed,single,sometimes,> 10,82,B,85,B,90,A,B
219,male,group C,high school,,none,widowed,sometimes,10-May,87,B,82,B,79,C,B
220,female,group B,some high school,,none,single,sometimes,10-May,40,F,60,D,54,F,F
221,male,group E,associate's degree,,none,divorced,regularly,10-May,64,D,45,F,44,F,F
222,female,group E,some college,,completed,single,regularly,10-May,87,B,94,A,91,A,A
223,female,group C,associate's degree,,none,married,,10-May,64,D,72,C,75,C,C
224,female,group C,bachelor's degree,,none,single,sometimes,10-May,57,E,68,D,67,D,D
226,male,group C,some high school,,none,married,never,< 5,69,D,67,D,66,D,D
227,male,group D,high school,,none,divorced,sometimes,10-May,76,C,57,E,60,D,D
229,female,group E,some high school,,completed,single,regularly,10-May,74,C,82,B,76,C,C
230,male,group C,some high school,,completed,,regularly,< 5,62,D,62,D,63,D,D
231,female,group D,associate's degree,,none,married,sometimes,10-May,53,F,73,C,61,D,D
232,female,group C,some college,,completed,married,regularly,< 5,44,F,64,D,64,D,F
233,female,group B,some college,,none,single,never,> 10,56,E,70,C,63,D,D
234,female,group B,high school,,completed,married,sometimes,10-May,32,F,56,E,51,F,F
235,male,group E,high school,,completed,married,sometimes,10-May,67,D,61,D,63,D,D
236,male,,high school,,none,married,never,< 5,83,B,76,C,67,D,C
237,female,group B,,,none,married,regularly,< 5,59,E,62,D,59,E,D
238,female,group C,some high school,,none,married,sometimes,10-May,63,D,62,D,60,D,D
239,female,group D,associate's degree,,none,married,never,10-May,42,F,64,D,63,D,F
240,male,group C,some high school,,none,,regularly,> 10,41,F,43,F,38,F,F
241,male,group D,,,none,married,sometimes,10-May,94,A,97,A,92,A,A
242,male,group D,some high school,,completed,married,sometimes,10-May,56,E,60,D,62,D,F
243,female,,master's degree,,none,single,never,10-May,70,C,78,C,74,C,C
244,female,group D,some college,,none,married,regularly,< 5,41,F,55,E,57,E,F
245,female,group D,high school,,none,single,sometimes,10-May,72,C,79,C,86,B,C
246,female,group E,master's degree,,,married,sometimes,< 5,89,B,83,B,93,A,B
247,male,group E,high school,,none,married,sometimes,10-May,82,B,79,C,74,C,C
248,female,group C,associate's degree,,none,,sometimes,> 10,66,D,79,C,79,C,C
249,female,group D,bachelor's degree,,none,married,sometimes,10-May,86,B,93,A,90,A,B
250,male,group C,high school,,,married,sometimes,< 5,67,D,80,B,67,D,C
251,female,group B,high school,,none,single,sometimes,< 5,65,D,66,D,68,D,D
252,female,group C,some college,,completed,married,sometimes,> 10,81,B,92,A,99,A,A
253,female,,associate's degree,,none,married,sometimes,10-May,45,F,52,F,50,F,F
255,male,group E,some high school,,none,married,sometimes,10-May,76,C,62,D,61,D,D
257,female,group E,,,none,single,sometimes,10-May,75,C,85,B,80,B,B
258,male,group D,associate's degree,,completed,married,regularly,< 5,61,D,70,C,69,D,D
259,female,group A,high school,,none,single,regularly,> 10,70,C,78,C,78,C,C
260,female,group C,bachelor's degree,,none,divorced,regularly,10-May,74,C,80,B,84,B,C
261,male,group C,associate's degree,,completed,divorced,sometimes,< 5,73,C,73,C,72,C,C
262,male,group C,associate's degree,,none,married,sometimes,< 5,62,D,67,D,60,D,D
263,male,,some high school,,completed,married,regularly,> 10,53,F,58,E,59,E,F
265,female,group C,some college,,,single,,> 10,66,D,68,D,65,D,D
266,female,,bachelor's degree,,none,single,sometimes,< 5,53,F,59,E,56,E,F
267,female,group B,associate's degree,,none,married,sometimes,10-May,26,F,48,F,37,F,F
268,female,group A,bachelor's degree,,none,married,,10-May,82,B,75,C,87,B,B
269,male,group E,bachelor's degree,,none,married,sometimes,10-May,67,D,56,E,50,F,F
271,male,group A,bachelor's degree,,none,married,sometimes,10-May,81,B,76,C,77,C,C
272,male,group E,some college,,,married,regularly,> 10,89,B,81,B,77,C,B
273,male,,some college,,none,single,sometimes,< 5,71,C,73,C,68,D,C
274,male,group C,bachelor's degree,,none,married,regularly,10-May,83,B,74,C,74,C,C
275,female,group B,associate's degree,,completed,married,sometimes,10-May,29,F,49,F,50,F,F
276,female,group B,bachelor's degree,,none,married,regularly,10-May,74,C,85,B,80,B,C
277,female,group B,some college,,none,married,regularly,> 10,73,C,77,C,75,C,C
278,male,group D,bachelor's degree,,completed,divorced,sometimes,< 5,95,A,93,A,91,A,A
279,female,group B,some college,,none,single,sometimes,< 5,36,F,46,F,43,F,F
280,male,group C,high school,,completed,single,regularly,> 10,57,E,53,F,52,F,F
281,male,group C,associate's degree,,none,divorced,sometimes,10-May,85,B,76,C,75,C,C
282,female,group A,some college,,none,single,regularly,< 5,77,C,79,C,82,B,C
283,male,group A,some college,,completed,married,regularly,10-May,86,B,72,C,77,C,C
284,female,group E,some college,,none,divorced,regularly,10-May,86,B,83,B,89,B,B
285,male,group C,master's degree,,none,married,regularly,> 10,65,D,63,D,66,D,D
286,female,group C,some high school,,none,married,sometimes,> 10,53,F,66,D,58,E,F
287,male,group D,,,completed,married,regularly,< 5,78,C,76,C,72,C,C
288,female,group B,,,none,married,never,10-May,55,E,71,C,73,C,D
289,male,group B,some high school,,completed,single,never,< 5,54,F,56,E,57,E,F
290,female,group A,some high school,,none,married,,10-May,52,F,55,E,57,E,F
291,male,group D,master's degree,,,married,regularly,> 10,82,B,86,B,84,B,B
292,female,group C,bachelor's degree,,completed,divorced,regularly,10-May,52,F,73,C,68,D,D
293,male,group D,bachelor's degree,,completed,single,regularly,,78,C,69,D,67,D,C
294,female,group D,,,none,married,regularly,10-May,57,E,72,C,66,D,D
295,female,group A,some high school,,completed,single,sometimes,> 10,59,E,81,B,79,C,C
296,female,group D,associate's degree,,none,single,never,10-May,62,D,74,C,73,C,D
297,female,group E,some college,,none,widowed,,10-May,80,B,79,C,79,C,C
298,male,group C,associate's degree,,none,single,regularly,10-May,51,F,48,F,46,F,F
299,male,group B,some college,,completed,single,sometimes,10-May,45,F,44,F,51,F,F
300,male,group B,some high school,,completed,married,sometimes,10-May,74,C,67,D,69,D,C
301,male,,master's degree,,none,single,sometimes,> 10,72,C,69,D,70,C,C
302,female,group C,master's degree,,none,married,regularly,> 10,60,D,72,C,66,D,D
304,female,group C,bachelor's degree,,none,married,sometimes,< 5,70,C,77,C,76,C,C
305,male,group C,bachelor's degree,,completed,single,regularly,10-May,63,D,61,D,62,D,D
306,male,group B,some high school,,none,single,regularly,10-May,42,F,48,F,38,F,F
307,female,group C,some college,,none,single,regularly,> 10,38,F,48,F,50,F,F
308,female,,some college,,none,single,,< 5,61,D,66,D,68,D,D
309,female,group E,some high school,,none,married,sometimes,10-May,48,F,61,D,49,F,F
310,male,group B,high school,,none,married,sometimes,10-May,71,C,65,D,63,D,D
311,male,group C,some college,,completed,,regularly,10-May,58,E,63,D,60,D,D
312,male,group E,some high school,,none,single,never,,64,D,52,F,52,F,F
313,female,group C,,,none,single,regularly,< 5,44,F,57,E,53,F,F
314,male,group C,some high school,,none,married,sometimes,> 10,57,E,47,F,44,F,F
315,male,,master's degree,,none,single,sometimes,< 5,81,B,60,D,54,F,D
316,female,group D,associate's degree,,none,married,regularly,< 5,74,C,80,B,82,B,C
317,female,,some high school,,none,married,regularly,10-May,49,F,56,E,57,E,F
318,female,group E,bachelor's degree,,none,married,sometimes,10-May,91,A,91,A,92,A,A
319,male,group E,associate's degree,,completed,divorced,sometimes,10-May,76,C,65,D,66,D,D
320,female,group C,associate's degree,,completed,married,sometimes,< 5,46,F,67,D,62,D,F
321,male,group C,some college,,completed,married,sometimes,10-May,45,F,46,F,42,F,F
322,female,group B,some college,,,married,regularly,< 5,26,F,40,F,38,F,F
323,male,group C,high school,,none,married,regularly,10-May,63,D,55,E,54,F,F
324,female,group C,bachelor's degree,,none,married,regularly,10-May,49,F,65,D,61,D,F
325,male,,some college,,none,single,never,< 5,63,D,58,E,58,E,F
326,male,group B,some college,,completed,married,sometimes,< 5,64,D,63,D,54,F,D
328,female,group D,some high school,,completed,married,regularly,> 10,55,E,50,F,56,E,F
329,male,group B,some college,,completed,married,never,< 5,51,F,61,D,59,E,F
330,male,group C,associate's degree,,none,married,sometimes,10-May,82,B,70,C,70,C,C
331,female,group B,master's degree,,completed,divorced,sometimes,< 5,65,D,82,B,83,B,C
332,female,group C,associate's degree,,completed,divorced,sometimes,10-May,64,D,96,A,91,A,B
333,male,,master's degree,,completed,married,never,10-May,86,B,83,B,86,B,B
334,female,group D,bachelor's degree,,none,married,sometimes,< 5,74,C,80,B,79,C,C
335,male,group D,master's degree,,completed,divorced,regularly,10-May,71,C,66,D,74,C,C
336,male,group C,bachelor's degree,,completed,single,sometimes,10-May,75,C,75,C,72,C,C
337,male,group E,bachelor's degree,,none,married,regularly,< 5,99,A,83,B,81,B,B
338,male,group B,associate's degree,,completed,married,,> 10,44,F,49,F,46,F,F
339,male,group C,bachelor's degree,,none,single,sometimes,10-May,69,D,69,D,63,D,D
340,female,group A,master's degree,,none,married,never,< 5,76,C,92,A,93,A,B
341,male,group C,bachelor's degree,,none,married,regularly,10-May,77,C,71,C,71,C,C
342,female,group B,bachelor's degree,,none,divorced,sometimes,10-May,59,E,72,C,75,C,D
343,female,group B,associate's degree,,none,married,sometimes,10-May,45,F,53,F,49,F,F
344,male,group D,high school,,,married,,10-May,63,D,52,F,48,F,F
345,male,group C,some college,,none,single,sometimes,10-May,63,D,65,D,55,E,D
346,male,group C,some college,,none,married,sometimes,10-May,61,D,48,F,47,F,F
347,female,,some high school,,,married,sometimes,< 5,70,C,81,B,80,B,C
348,male,group C,master's degree,,none,divorced,regularly,< 5,75,C,79,C,72,C,C
349,male,group E,,,completed,,sometimes,10-May,90,A,83,B,84,B,B
350,male,group D,bachelor's degree,,completed,divorced,sometimes,10-May,72,C,74,C,80,B,C
351,female,group A,some college,,none,married,sometimes,> 10,44,F,61,D,53,F,F
352,male,group B,master's degree,,none,married,sometimes,> 10,87,B,77,C,72,C,C
353,male,group B,some college,,completed,divorced,sometimes,10-May,55,E,52,F,54,F,F
354,female,group D,high school,,none,married,regularly,< 5,70,C,81,B,85,B,C
355,female,group B,master's degree,,completed,divorced,sometimes,> 10,66,D,91,A,87,B,B
356,female,group E,high school,,completed,divorced,regularly,> 10,72,C,88,B,84,B,B
357,male,group A,some college,,completed,divorced,never,< 5,57,E,61,D,58,E,F
358,female,group B,some college,,none,divorced,never,10-May,64,D,67,D,58,E,D
359,male,group D,some college,,none,divorced,regularly,10-May,84,B,75,C,79,C,C
360,male,group B,some college,,none,married,sometimes,> 10,93,A,84,B,78,C,B
361,female,group E,associate's degree,,completed,divorced,regularly,10-May,57,E,71,C,73,C,D
362,female,group C,some college,,completed,married,regularly,< 5,86,B,86,B,92,A,B
363,female,group B,some high school,,none,divorced,regularly,10-May,57,E,73,C,68,D,D
364,male,group D,master's degree,,completed,single,sometimes,< 5,66,D,69,D,70,C,D
